Focal_region,In_or_out,movement,total
"King County, Washington","Carlisle borough, Cumberland County, Pennsylvania",MOVEDIN,0
"King County, Washington","Carlisle borough, Cumberland County, Pennsylvania",MOVEDOUT,5
"King County, Washington","Shippensburg township, Cumberland County, Pennsylv",MOVEDIN,0
"King County, Washington","Shippensburg township, Cumberland County, Pennsylv",MOVEDOUT,3
"King County, Washington","Middletown borough, Dauphin County, Pennsylvania",MOVEDIN,0
"King County, Washington","Middletown borough, Dauphin County, Pennsylvania",MOVEDOUT,9
"King County, Washington","Radnor township, Delaware County, Pennsylvania",MOVEDIN,29
"King County, Washington","Radnor township, Delaware County, Pennsylvania",MOVEDOUT,10
"King County, Washington","Springfield township, Delaware County, Pennsylvani",MOVEDIN,0
"King County, Washington","Springfield township, Delaware County, Pennsylvani",MOVEDOUT,26
"King County, Washington","Upper Darby township, Delaware County, Pennsylvani",MOVEDIN,16
"King County, Washington","Upper Darby township, Delaware County, Pennsylvani",MOVEDOUT,0
"King County, Washington","Harborcreek township, Erie County, Pennsylvania",MOVEDIN,0
"King County, Washington","Harborcreek township, Erie County, Pennsylvania",MOVEDOUT,10
"King County, Washington","Richhill township, Greene County, Pennsylvania",MOVEDIN,0
"King County, Washington","Richhill township, Greene County, Pennsylvania",MOVEDOUT,2
"King County, Washington","Scranton city, Lackawanna County, Pennsylvania",MOVEDIN,0
"King County, Washington","Scranton city, Lackawanna County, Pennsylvania",MOVEDOUT,10
"King County, Washington","Ephrata township, Lancaster County, Pennsylvania",MOVEDIN,26
"King County, Washington","Ephrata township, Lancaster County, Pennsylvania",MOVEDOUT,0
"King County, Washington","Lancaster city, Lancaster County, Pennsylvania",MOVEDIN,20
"King County, Washington","Lancaster city, Lancaster County, Pennsylvania",MOVEDOUT,0
"King County, Washington","Paradise township, Lancaster County, Pennsylvania",MOVEDIN,17
"King County, Washington","Paradise township, Lancaster County, Pennsylvania",MOVEDOUT,0
"King County, Washington","Whitehall township, Lehigh County, Pennsylvania",MOVEDIN,37
"King County, Washington","Whitehall township, Lehigh County, Pennsylvania",MOVEDOUT,0
"King County, Washington","Wilkes-Barre township, Luzerne County, Pennsylvani",MOVEDIN,18
"King County, Washington","Wilkes-Barre township, Luzerne County, Pennsylvani",MOVEDOUT,0
"King County, Washington","East Stroudsburg borough, Monroe County, Pennsylva",MOVEDIN,8
"King County, Washington","East Stroudsburg borough, Monroe County, Pennsylva",MOVEDOUT,0
"King County, Washington","Conshohocken borough, Montgomery County, Pennsylva",MOVEDIN,20
"King County, Washington","Conshohocken borough, Montgomery County, Pennsylva",MOVEDOUT,0
"King County, Washington","East Norriton township, Montgomery County, Pennsyl",MOVEDIN,0
"King County, Washington","East Norriton township, Montgomery County, Pennsyl",MOVEDOUT,10
"King County, Washington","Franconia township, Montgomery County, Pennsylvani",MOVEDIN,0
"King County, Washington","Franconia township, Montgomery County, Pennsylvani",MOVEDOUT,11
"King County, Washington","Lower Merion township, Montgomery County, Pennsylv",MOVEDIN,11
"King County, Washington","Lower Merion township, Montgomery County, Pennsylv",MOVEDOUT,9
"King County, Washington","New Hanover township, Montgomery County, Pennsylva",MOVEDIN,28
"King County, Washington","New Hanover township, Montgomery County, Pennsylva",MOVEDOUT,0
"King County, Washington","Pottstown borough, Montgomery County, Pennsylvania",MOVEDIN,9
"King County, Washington","Pottstown borough, Montgomery County, Pennsylvania",MOVEDOUT,0
"King County, Washington","Upper Dublin township, Montgomery County, Pennsylv",MOVEDIN,29
"King County, Washington","Upper Dublin township, Montgomery County, Pennsylv",MOVEDOUT,0
"King County, Washington","Upper Moreland township, Montgomery County, Pennsy",MOVEDIN,0
"King County, Washington","Upper Moreland township, Montgomery County, Pennsy",MOVEDOUT,19
"King County, Washington","Mahoning township, Montour County, Pennsylvania",MOVEDIN,21
"King County, Washington","Mahoning township, Montour County, Pennsylvania",MOVEDOUT,0
"King County, Washington","Allen township, Northampton County, Pennsylvania",MOVEDIN,14
"King County, Washington","Allen township, Northampton County, Pennsylvania",MOVEDOUT,0
"King County, Washington","Bethlehem city, Northampton County, Pennsylvania",MOVEDIN,0
"King County, Washington","Bethlehem city, Northampton County, Pennsylvania",MOVEDOUT,23
"King County, Washington","East Allen township, Northampton County, Pennsylva",MOVEDIN,39
"King County, Washington","East Allen township, Northampton County, Pennsylva",MOVEDOUT,0
"King County, Washington","Philadelphia city, Philadelphia County, Pennsylvan",MOVEDIN,309
"King County, Washington","Philadelphia city, Philadelphia County, Pennsylvan",MOVEDOUT,415
"King County, Washington","Delaware township, Pike County, Pennsylvania",MOVEDIN,118
"King County, Washington","Delaware township, Pike County, Pennsylvania",MOVEDOUT,0
"King County, Washington","New Milford township, Susquehanna County, Pennsylv",MOVEDIN,0
"King County, Washington","New Milford township, Susquehanna County, Pennsylv",MOVEDOUT,8
"King County, Washington","South Strabane township, Washington County, Pennsy",MOVEDIN,47
"King County, Washington","South Strabane township, Washington County, Pennsy",MOVEDOUT,0
"King County, Washington","Barrington town, Bristol County, Rhode Island",MOVEDIN,16
"King County, Washington","Barrington town, Bristol County, Rhode Island",MOVEDOUT,0
"King County, Washington","Warren town, Bristol County, Rhode Island",MOVEDIN,40
"King County, Washington","Warren town, Bristol County, Rhode Island",MOVEDOUT,0
"King County, Washington","Little Compton town, Newport County, Rhode Island",MOVEDIN,123
"King County, Washington","Little Compton town, Newport County, Rhode Island",MOVEDOUT,0
"King County, Washington","Newport city, Newport County, Rhode Island",MOVEDIN,0
"King County, Washington","Newport city, Newport County, Rhode Island",MOVEDOUT,15
"King County, Washington","Cranston city, Providence County, Rhode Island",MOVEDIN,0
"King County, Washington","Cranston city, Providence County, Rhode Island",MOVEDOUT,17
"King County, Washington","North Providence town, Providence County, Rhode Is",MOVEDIN,0
"King County, Washington","North Providence town, Providence County, Rhode Is",MOVEDOUT,10
"King County, Washington","Pawtucket city, Providence County, Rhode Island",MOVEDIN,0
"King County, Washington","Pawtucket city, Providence County, Rhode Island",MOVEDOUT,29
"King County, Washington","Providence city, Providence County, Rhode Island",MOVEDIN,78
"King County, Washington","Providence city, Providence County, Rhode Island",MOVEDOUT,49
"King County, Washington","Scituate town, Providence County, Rhode Island",MOVEDIN,8
"King County, Washington","Scituate town, Providence County, Rhode Island",MOVEDOUT,0
"King County, Washington","Middlebury town, Addison County, Vermont",MOVEDIN,0
"King County, Washington","Middlebury town, Addison County, Vermont",MOVEDOUT,33
"King County, Washington","Bennington town, Bennington County, Vermont",MOVEDIN,17
"King County, Washington","Bennington town, Bennington County, Vermont",MOVEDOUT,0
"King County, Washington","Peru town, Bennington County, Vermont",MOVEDIN,14
"King County, Washington","Peru town, Bennington County, Vermont",MOVEDOUT,0
"King County, Washington","Danville town, Caledonia County, Vermont",MOVEDIN,0
"King County, Washington","Danville town, Caledonia County, Vermont",MOVEDOUT,4
"King County, Washington","St. Johnsbury town, Caledonia County, Vermont",MOVEDIN,0
"King County, Washington","St. Johnsbury town, Caledonia County, Vermont",MOVEDOUT,67
"King County, Washington","Burlington city, Chittenden County, Vermont",MOVEDIN,53
"King County, Washington","Burlington city, Chittenden County, Vermont",MOVEDOUT,16
"King County, Washington","Underhill town, Chittenden County, Vermont",MOVEDIN,7
"King County, Washington","Underhill town, Chittenden County, Vermont",MOVEDOUT,0
"King County, Washington","Sheldon town, Franklin County, Vermont",MOVEDIN,0
"King County, Washington","Sheldon town, Franklin County, Vermont",MOVEDOUT,11
"King County, Washington","Orange town, Orange County, Vermont",MOVEDIN,10
"King County, Washington","Orange town, Orange County, Vermont",MOVEDOUT,0
"King County, Washington","Derby town, Orleans County, Vermont",MOVEDIN,0
"King County, Washington","Derby town, Orleans County, Vermont",MOVEDOUT,3
"King County, Washington","Duxbury town, Washington County, Vermont",MOVEDIN,21
"King County, Washington","Duxbury town, Washington County, Vermont",MOVEDOUT,0
"King County, Washington","Waterbury town, Washington County, Vermont",MOVEDIN,16
"King County, Washington","Waterbury town, Washington County, Vermont",MOVEDOUT,0
"King County, Washington","Brattleboro town, Windham County, Vermont",MOVEDIN,0
"King County, Washington","Brattleboro town, Windham County, Vermont",MOVEDOUT,6
"King County, Washington","Marlboro town, Windham County, Vermont",MOVEDIN,0
"King County, Washington","Marlboro town, Windham County, Vermont",MOVEDOUT,7
"King County, Washington","Newfane town, Windham County, Vermont",MOVEDIN,0
"King County, Washington","Newfane town, Windham County, Vermont",MOVEDOUT,5
"King County, Washington","Putney town, Windham County, Vermont",MOVEDIN,0
"King County, Washington","Putney town, Windham County, Vermont",MOVEDOUT,24
"King County, Washington","Wardsboro town, Windham County, Vermont",MOVEDIN,11
"King County, Washington","Wardsboro town, Windham County, Vermont",MOVEDOUT,0
"King County, Washington","Norwich town, Windsor County, Vermont",MOVEDIN,0
"King County, Washington","Norwich town, Windsor County, Vermont",MOVEDOUT,2
"King County, Washington","Springfield town, Windsor County, Vermont",MOVEDIN,0
"King County, Washington","Springfield town, Windsor County, Vermont",MOVEDOUT,3
"King County, Washington","Stanley town, Barron County, Wisconsin",MOVEDIN,0
"King County, Washington","Stanley town, Barron County, Wisconsin",MOVEDOUT,15
"King County, Washington","De Pere city, Brown County, Wisconsin",MOVEDIN,0
"King County, Washington","De Pere city, Brown County, Wisconsin",MOVEDOUT,10
"King County, Washington","Green Bay city, Brown County, Wisconsin",MOVEDIN,28
"King County, Washington","Green Bay city, Brown County, Wisconsin",MOVEDOUT,19
"King County, Washington","Nelson village, Buffalo County, Wisconsin",MOVEDIN,0
"King County, Washington","Nelson village, Buffalo County, Wisconsin",MOVEDOUT,1
"King County, Washington","Lake Hallie village, Chippewa County, Wisconsin",MOVEDIN,86
"King County, Washington","Lake Hallie village, Chippewa County, Wisconsin",MOVEDOUT,0
"King County, Washington","Freeman town, Crawford County, Wisconsin",MOVEDIN,0
"King County, Washington","Freeman town, Crawford County, Wisconsin",MOVEDOUT,7
"King County, Washington","Blooming Grove town, Dane County, Wisconsin",MOVEDIN,0
"King County, Washington","Blooming Grove town, Dane County, Wisconsin",MOVEDOUT,3
"King County, Washington","Madison city, Dane County, Wisconsin",MOVEDIN,349
"King County, Washington","Madison city, Dane County, Wisconsin",MOVEDOUT,91
"King County, Washington","Middleton city, Dane County, Wisconsin",MOVEDIN,23
"King County, Washington","Middleton city, Dane County, Wisconsin",MOVEDOUT,0
"King County, Washington","Sevastopol town, Door County, Wisconsin",MOVEDIN,0
"King County, Washington","Sevastopol town, Door County, Wisconsin",MOVEDOUT,4
"King County, Washington","Menomonie town, Dunn County, Wisconsin",MOVEDIN,4
"King County, Washington","Menomonie town, Dunn County, Wisconsin",MOVEDOUT,0
"King County, Washington","La Crosse city, La Crosse County, Wisconsin",MOVEDIN,50
"King County, Washington","La Crosse city, La Crosse County, Wisconsin",MOVEDOUT,11
"King County, Washington","Argyle town, Lafayette County, Wisconsin",MOVEDIN,0
"King County, Washington","Argyle town, Lafayette County, Wisconsin",MOVEDOUT,2
"King County, Washington","Manitowoc city, Manitowoc County, Wisconsin",MOVEDIN,9
"King County, Washington","Manitowoc city, Manitowoc County, Wisconsin",MOVEDOUT,0
"King County, Washington","Hamburg town, Marathon County, Wisconsin",MOVEDIN,0
"King County, Washington","Hamburg town, Marathon County, Wisconsin",MOVEDOUT,7
"King County, Washington","Marshfield city, Marathon County, Wisconsin",MOVEDIN,10
"King County, Washington","Marshfield city, Marathon County, Wisconsin",MOVEDOUT,0
"King County, Washington","Greendale village, Milwaukee County, Wisconsin",MOVEDIN,0
"King County, Washington","Greendale village, Milwaukee County, Wisconsin",MOVEDOUT,8
"King County, Washington","Milwaukee city, Milwaukee County, Wisconsin",MOVEDIN,158
"King County, Washington","Milwaukee city, Milwaukee County, Wisconsin",MOVEDOUT,136
"King County, Washington","Shorewood village, Milwaukee County, Wisconsin",MOVEDIN,65
"King County, Washington","Shorewood village, Milwaukee County, Wisconsin",MOVEDOUT,0
"King County, Washington","Wauwatosa city, Milwaukee County, Wisconsin",MOVEDIN,0
"King County, Washington","Wauwatosa city, Milwaukee County, Wisconsin",MOVEDOUT,47
"King County, Washington","West Allis city, Milwaukee County, Wisconsin",MOVEDIN,0
"King County, Washington","West Allis city, Milwaukee County, Wisconsin",MOVEDOUT,40
"King County, Washington","New Lyme town, Monroe County, Wisconsin",MOVEDIN,63
