Year,Age,Female,Male,Total
1977,64,1003035.62,841027.4,1844063.02
1977,65,982512.33,806515.07,1789027.4
1977,66,985964.38,790967.12,1776931.5
1977,67,955564.38,757063.01,1712627.39
1977,68,911526.03,704517.81,1616043.84
1977,69,854561.64,655545.21,1510106.85
1977,70,761016.44,570008.22,1331024.66
1977,71,754027.4,565517.81,1319545.21
1977,72,700043.84,510528.77,1210572.61
1977,73,664534.25,477021.92,1141556.17
1977,74,608567.12,421547.95,1030115.07
1977,75,581947.95,385972.6,967920.55
1977,76,596994.52,381989.04,978983.56
1977,77,554575.34,344049.32,898624.66
1977,78,502547.95,307021.92,809569.87
1977,79,452002.74,272493.15,724495.89
1977,80,429505.5,247735.87,677241.37
1977,81,396818.02,222135.33,618953.35
1977,82,355896.61,194672.56,550569.17
1977,83,318846.71,169320.11,488166.82
1977,84,287287.25,148653.88,435941.13
1977,85,241188.4,119802.92,360991.32
1977,86,212132.21,101483.29,313615.5
1977,87,182065.43,85860.85,267926.28
1977,88,152849.6,70393.54,223243.14
1977,89,117001.17,52336.99,169338.16
1977,90,95371.02,41221.44,136592.46
1977,91,76348.58,32577.98,108926.56
1977,92,59781.94,24798.36,84580.3
1977,93,44443.62,17544.73,61988.35
1977,94,32869.47,12674.15,45543.62
1977,95,23341.49,8748.3,32089.79
1977,96,16980.77,6200.73,23181.5
1977,97,11141.89,3850.19,14992.08
1977,98,7293.86,2427.47,9721.33
1977,99,4936.5,1615.33,6551.83
1977,100,3351.8,1067.91,4419.71
1977,101,2212.78,674.13,2886.91
1977,102,1346.88,440.09,1786.97
1977,103,836.26,285.39,1121.65
1977,104,557.42,200.47,757.89
1977,105,331.94,147.49,479.43
1977,106,227.12,105.36,332.48
1977,107,141.57,60.84,202.41
1977,108,110.51,40.87,151.38
1977,109,77.19,27.46,104.65
1977,110+,166.44,107.49,273.93
1978,0,1611534.25,1691030.14,3302564.39
1978,1,1517093.15,1588106.85,3105200
1978,2,1486975.34,1555969.86,3042945.2
1978,3,1503556.16,1572556.16,3076112.32
1978,4,1526452.05,1595958.9,3122410.95
1978,5,1588380.82,1656876.71,3245257.53
1978,6,1709301.37,1784284.93,3493586.3
1978,7,1795556.16,1878073.97,3673630.13
1978,8,1704558.9,1777065.75,3481624.65
1978,9,1725542.47,1795542.47,3521084.94
1978,10,1769443.84,1848449.32,3617893.16
1978,11,1788945.21,1863936.99,3652882.2
1978,12,1855356.16,1931860.27,3787216.43
1978,13,1958400,2042380.82,4000780.82
1978,14,2033961.64,2118465.75,4152427.39
1978,15,2072961.64,2163463.01,4236424.65
1978,16,2109956.16,2189452.05,4299408.21
1978,17,2115049.32,2190057.53,4305106.85
1978,18,2093487.67,2140501.37,4233989.04
1978,19,2176509.59,2205005.48,4381515.07
1978,20,2165512.33,2192506.85,4358019.18
1978,21,2082608.22,2101106.85,4183715.07
1978,22,2028043.84,2022539.73,4050583.57
1978,23,1999561.64,1981567.12,3981128.76
1978,24,1987076.71,1969572.6,3956649.31
1978,25,1936079.45,1923073.97,3859153.42
1978,26,1870572.6,1857578.08,3728150.68
1978,27,1837597.26,1810112.33,3647709.59
1978,28,1755994.52,1717997.26,3473991.78
1978,29,1856531.51,1817517.81,3674049.32
1978,30,1932813.7,1911802.74,3844616.44
1978,31,1680227.4,1656728.77,3336956.17
1978,32,1443964.38,1405479.45,2849443.83
1978,33,1458978.08,1403482.19,2862460.27
1978,34,1550895.89,1495890.41,3046786.3
1978,35,1471758.9,1429758.9,2901517.8
1978,36,1322106.85,1275106.85,2597213.7
1978,37,1257090.41,1203095.89,2460186.3
1978,38,1198021.92,1143526.03,2341547.95
1978,39,1218526.03,1163024.66,2381550.69
1978,40,1208556.16,1158054.79,2366610.95
1978,41,1153013.7,1104013.7,2257027.4
1978,42,1143024.66,1097010.96,2240035.62
1978,43,1115024.66,1072027.4,2187052.06
1978,44,1127473.97,1078479.45,2205953.42
1978,45,1131504.11,1074991.78,2206495.89
1978,46,1137964.38,1087463.01,2225427.39
1978,47,1186909.59,1129424.66,2316334.25
1978,48,1194542.47,1119041.1,2313583.57
1978,49,1223482.19,1138980.82,2362463.01
1978,50,1186493.15,1105000,2291493.15
1978,51,1230972.6,1135482.19,2366454.79
1978,52,1251958.9,1143964.38,2395923.28
1978,53,1261517.81,1152016.44,2413534.25
1978,54,1242509.59,1130509.59,2373019.18
1978,55,1232484.93,1120471.23,2352956.16
1978,56,1216553.42,1106542.47,2323095.89
1978,57,1202471.23,1088476.71,2290947.94
1978,58,1177591.78,1043591.78,2221183.56
1978,59,1128580.82,993060.27,2121641.09
1978,60,1019032.88,896027.4,1915060.28
1978,61,1040506.85,918002.74,1958509.59
1978,62,1048493.15,908490.41,1956983.56
1978,63,1037032.88,893024.66,1930057.54
1978,64,1019008.22,857016.44,1876024.66
1978,65,999534.25,821526.03,1821060.28
1978,66,976509.59,784013.7,1760523.29
1978,67,964961.64,767967.12,1732928.76
1978,68,945065.75,734063.01,1679128.76
1978,69,887027.4,678517.81,1565545.21
1978,70,786052.05,586035.62,1372087.67
1978,71,773024.66,577515.07,1350539.73
1978,72,725526.03,526515.07,1252041.1
1978,73,694547.95,497032.88,1191580.83
1978,74,645534.25,447021.92,1092556.17
1978,75,587065.75,393046.58,980112.33
1978,76,574945.21,367471.23,942416.44
1978,77,579994.52,357989.04,937983.56
1978,78,549079.45,336057.53,885136.98
1978,79,469545.21,277520.55,747065.76
1978,80,421096.85,240961.2,662058.05
1978,81,403634.32,223754.93,627389.25
1978,82,370543.73,199042.92,569586.65
1978,83,329598.06,172496.66,502094.72
1978,84,292206.44,148537.41,440743.85
1978,85,261140.18,129063.33,390203.51
1978,86,217133.43,102883.52,320016.95
1978,87,188867.18,85929.91,274797.09
1978,88,160317.81,71984.58,232302.39
1978,89,132800.86,58203.21,191004.07
1978,90,99823.56,42524.97,142348.53
1978,91,80297.62,33041.2,113338.82
1978,92,63251.82,25511.53,88763.35
1978,93,48761.68,19088.61,67850.29
1978,94,35560.02,13311.9,48871.92
1978,95,25759.82,9480.11,35239.93
1978,96,17964.11,6379.15,24343.26
1978,97,12784.83,4435.43,17220.26
1978,98,8173.17,2738.03,10911.2
1978,99,5296.05,1665.75,6961.8
1978,100,3563.57,1085.39,4648.96
1978,101,2328.02,734.07,3062.09
1978,102,1547.34,459.12,2006.46
1978,103,923.63,312.37,1236
1978,104,566.55,204.38,770.93
1978,105,369.58,135.64,505.22
1978,106,227.63,103.97,331.6
1978,107,158.66,75.4,234.06
1978,108,96.4,45.67,142.07
1978,109,77.95,27.85,105.8
1978,110+,178.57,95.21,273.78
1979,0,1648567.12,1727569.86,3376136.98
1979,1,1560024.66,1635021.92,3195046.58
1979,2,1513597.26,1585109.59,3098706.85
1979,3,1514975.34,1581969.86,3096945.2
1979,4,1530057.53,1602558.9,3132616.43
1979,5,1527452.05,1596958.9,3124410.95
1979,6,1592879.45,1660375.34,3253254.79
1979,7,1743802.74,1826786.3,3570589.04
1979,8,1744550.68,1825567.12,3570117.8
1979,9,1766068.49,1837572.6,3603641.09
1979,10,1763038.36,1843536.99,3606575.35
1979,11,1750950.68,1824956.16,3575906.84
1979,12,1781942.47,1856934.25,3638876.72
1979,13,1869356.16,1948361.64,3817717.8
1979,14,1981895.89,2060876.71,4042772.6
1979,15,2045964.38,2138468.49,4184432.87
1979,16,2080964.38,2158964.38,4239928.76
1979,17,2115953.42,2193452.05,4309405.47
1979,18,2104041.1,2162057.53,4266098.63
1979,19,2178997.26,2212013.7,4391010.96
1979,20,2171504.11,2194498.63,4366002.74
1979,21,2128016.44,2146016.44,4274032.88
1979,22,2083608.22,2080117.81,4163726.03
1979,23,2039046.58,2023547.95,4062594.53
1979,24,2035556.16,2020065.75,4055621.91
1979,25,1994580.82,1978578.08,3973158.9
1979,26,1926079.45,1914076.71,3840156.16
1979,27,1899071.23,1879578.08,3778649.31
1979,28,1785084.93,1752597.26,3537682.19
1979,29,1872010.96,1829515.07,3701526.03
1979,30,1870515.07,1841504.11,3712019.18
1979,31,1881326.03,1854315.07,3735641.1
1979,32,1698230.14,1663726.03,3361956.17
1979,33,1437964.38,1388978.08,2826942.46
1979,34,1504476.71,1449482.19,2953958.9
1979,35,1526893.15,1483890.41,3010783.56
1979,36,1452249.32,1405750.68,2858000
1979,37,1329608.22,1277608.22,2607216.44
1979,38,1237586.3,1186591.78,2424178.08
1979,39,1238528.77,1184032.88,2422561.65
1979,40,1239528.77,1188528.77,2428057.54
1979,41,1175547.95,1126547.95,2302095.9
1979,42,1157013.7,1106515.07,2263528.77
1979,43,1132021.92,1086010.96,2218032.88
1979,44,1128027.4,1082030.14,2210057.54
1979,45,1123473.97,1063978.08,2187452.05
1979,46,1126002.74,1070991.78,2196994.52
1979,47,1141465.75,1088463.01,2229928.76
1979,48,1176408.22,1105923.29,2282331.51
1979,49,1235049.32,1149547.95,2384597.27
1979,50,1174975.34,1096476.71,2271452.05
1979,51,1221000,1132008.22,2353008.22
1979,52,1226972.6,1124983.56,2351956.16
1979,53,1253961.64,1145967.12,2399928.76
1979,54,1252517.81,1140517.81,2393035.62
1979,55,1230008.22,1113008.22,2343016.44
1979,56,1230986.3,1111471.23,2342457.53
1979,57,1212054.79,1095542.47,2307597.26
1979,58,1200471.23,1067473.97,2267945.2
1979,59,1193597.26,1050095.89,2243693.15
1979,60,1055567.12,923046.58,1978613.7
1979,61,1059043.84,933038.36,1992082.2
1979,62,1049509.59,906002.74,1955512.33
1979,63,1046493.15,897989.04,1944482.19
1979,64,1034032.88,871523.29,1905556.17
1979,65,1015008.22,837016.44,1852024.66
1979,66,992032.88,798526.03,1790558.91
1979,67,953506.85,761013.7,1714520.55
1979,68,955463.01,745468.49,1700931.5
1979,69,920063.01,708564.38,1628627.39
1979,70,811016.44,602509.59,1413526.03
1979,71,804561.64,600046.58,1404608.22
1979,72,743523.29,537013.7,1280536.99
1979,73,723531.51,515517.81,1239049.32
1979,74,676550.68,466531.51,1143082.19
1979,75,624536.99,418523.29,1043060.28
1979,76,581572.6,375550.68,957123.28
1979,77,557945.21,343471.23,901416.44
1979,78,576997.26,353490.41,930487.67
1979,79,512572.6,303049.32,815621.92
1979,80,444629.68,247542.01,692171.69
1979,81,395703.85,217407.38,613111.23
1979,82,376680.46,200259.85,576940.31
1979,83,343245.15,176547.69,519792.84
1979,84,302557.45,151542.59,454100.04
1979,85,265576.56,128903.01,394479.57
1979,86,235096.33,110960.9,346057.23
1979,87,193340.17,87142.27,280482.44
1979,88,166306.11,71758.59,238064.7
1979,89,139358.9,59368.14,198727.04
1979,90,113487.8,47150.27,160638.07
1979,91,83905,33976.71,117881.71
1979,92,66472.15,26000.3,92472.45
1979,93,51365.46,19627.25,70992.71
1979,94,38876.45,14418.71,53295.16
1979,95,27844.19,9831.19,37675.38
1979,96,19699.36,6854.16,26553.52
1979,97,13427.13,4486.01,17913.14
1979,98,9448.55,3096.63,12545.18
1979,99,5887.01,1902.35,7789.36
1979,100,3710.92,1135.97,4846.89
1979,101,2450.82,716.41,3167.23
1979,102,1588.48,474.86,2063.34
1979,103,1061.73,315.27,1377
1979,104,602.68,210.21,812.89
1979,105,366.17,143.25,509.42
1979,106,247.62,89.11,336.73
1979,107,153.52,71.86,225.38
1979,108,110.97,50.79,161.76
1979,109,69.07,32.81,101.88
1979,110+,192.32,88.34,280.66
1980,0,1706540.64,1786571.22,3493111.86
1980,1,1593833.85,1670075.48,3263909.33
1980,2,1559096.08,1633037.96,3192134.04
1980,3,1543752.65,1614017.53,3157770.18
1980,4,1539520.13,1611676.83,3151196.96
1980,5,1531387.94,1604666.43,3136054.37
1980,6,1534213.6,1602966.62,3137180.22
1980,7,1629661.32,1704446.77,3334108.09
1980,8,1694544.96,1775951.68,3470496.64
1980,9,1807923.24,1887444.56,3695367.8
1980,10,1798799.06,1882873.69,3681672.75
1980,11,1748788.14,1824654.27,3573442.41
1980,12,1743559.85,1816845.36,3560405.21
1980,13,1797367.36,1873033.79,3670401.15
1980,14,1888897.95,1965562.19,3854460.14
1980,15,1996514.81,2082678.4,4079193.21
1980,16,2053747.56,2138195.18,4191942.74
1980,17,2081002.83,2168801.83,4249804.66
1980,18,2103288.57,2162530.07,4265818.64
1980,19,2204475.34,2236913.41,4441388.75
1980,20,2175944.04,2193613.44,4369557.48
1980,21,2139986.36,2151565.81,4291552.17
1980,22,2128182.66,2132586.69,4260769.35
1980,23,2097360.01,2087533.14,4184893.15
1980,24,2071401.08,2063076.12,4134477.2
1980,25,2047415.98,2034713.72,4082129.7
1980,26,1986872.08,1971504.61,3958376.69
1980,27,1956664.52,1935673.11,3892337.63
1980,28,1839422.5,1812996.3,3652418.8
1980,29,1914728.32,1881827.44,3796555.76
1980,30,1875401.87,1843746.04,3719147.91
1980,31,1828591.44,1790969.85,3619561.29
1980,32,1901259.08,1862179.16,3763438.24
1980,33,1689913.31,1643835.13,3333748.44
1980,34,1480477.09,1436550.88,2917027.97
1980,35,1480019.7,1437166.83,2917186.53
1980,36,1505631.4,1457316.07,2962947.47
1980,37,1462218.19,1409339.79,2871557.98
1980,38,1306765.68,1256816.59,2563582.27
1980,39,1284218.22,1235538.53,2519756.75
1980,40,1259518.51,1209417.96,2468936.47
1980,41,1200858.47,1153134.96,2353993.43
1980,42,1179795.62,1131414.55,2311210.17
1980,43,1148907.34,1097261.84,2246169.18
1980,44,1147248.77,1097474.73,2244723.5
1980,45,1122375.38,1067117.88,2189493.26
1980,46,1122540.32,1063652.12,2186192.44
1980,47,1133300.25,1073388.6,2206688.85
1980,48,1123085.59,1060920.33,2184005.92
1980,49,1219988.81,1142428.87,2362417.68
1980,50,1189273.09,1109217.97,2298491.06
1980,51,1202900.55,1120759.59,2323660.14
1980,52,1217164.95,1123617.62,2340782.57
1980,53,1230887.1,1130506.45,2361393.55
1980,54,1250441.12,1135546.21,2385987.33
1980,55,1240930.17,1117917.24,2358847.41
1980,56,1229059.36,1103719.43,2332778.79
1980,57,1230278.3,1104660.68,2334938.98
1980,58,1203338.44,1071380.56,2274719
1980,59,1218160.38,1076788.06,2294948.44
1980,60,1121051.16,980750.34,2101801.5
1980,61,1094735.92,958104.34,2052840.26
1980,62,1063567.87,917039.43,1980607.3
1980,63,1047751.75,897234.84,1944986.59
1980,64,1044752.09,879725.25,1924477.34
1980,65,1029470.84,852873.98,1882344.82
1980,66,1003168.23,812365.93,1815534.16
1980,67,969481.33,776679.68,1746161.01
1980,68,942373.02,738655.22,1681028.24
1980,69,933894.12,718864.11,1652758.23
1980,70,843023.6,631776.93,1474800.53
1980,71,829904.44,616442.98,1446347.42
1980,72,775499.71,560960.3,1336460.01
1980,73,740522.09,523146.63,1263668.72
1980,74,709073.95,486109.66,1195183.61
1980,75,656443.39,438946.64,1095390.03
1980,76,621490.36,400746.93,1022237.29
1980,77,566282.27,350656.74,916939.01
1980,78,564400.31,341563.95,905964.26
1980,79,524858.86,311671.51,836530.37
1980,80,428733.4,242198.13,670931.53
1980,81,418801.66,223992.73,642794.39
1980,82,370072.35,195251.76,565324.11
1980,83,349670.74,178133.28,527804.02
1980,84,315750.95,155564.55,471315.5
1980,85,275757.19,132270.01,408027.2
1980,86,239807.43,111216.92,351024.35
1980,87,210009.18,94461.83,304471.01
1980,88,170941.38,73287.06,244228.44
1980,89,145356.09,59591.71,204947.8
1980,90,119952.25,48529.4,168481.65
1980,91,96247.19,37960.82,134208.01
1980,92,70207.36,26910.52,97117.88
1980,93,54674.79,20234.18,74908.97
1980,94,41248.96,14988.54,56237.5
1980,95,30632.07,10788.33,41420.4
1980,96,21494.97,7180.76,28675.73
1980,97,14927.41,4916.65,19844.06
1980,98,10053.69,3169.59,13223.28
1980,99,6934.72,2189.29,9124.01
1980,100,4220.6,1312.05,5532.65
1980,101,2581.18,786.12,3367.3
1980,102,1681.26,483.58,2164.84
1980,103,1080.21,311.81,1392.02
1980,104,731.36,193.17,924.53
1980,105,405.39,134.84,540.23
1980,106,257.21,92.73,349.94
1980,107,180.84,58.46,239.3
1980,108,112.14,51.16,163.3
1980,109,74.56,33.75,108.31
1980,110+,186.63,91.03,277.66
1981,0,1750850.42,1832863.26,3583713.68
1981,1,1648400.61,1727534.42,3375935.03
1981,2,1595159.6,1667304.78,3262464.38
1981,3,1587639.32,1661905.95,3249545.27
1981,4,1563043.97,1637854.01,3200897.98
1981,5,1540992.62,1613234.32,3154226.94
1981,6,1537215.38,1611069.84,3148285.22
1981,7,1566364.1,1640058.14,3206422.24
1981,8,1580233.69,1654311.86,3234545.55
1981,9,1753128.3,1833885.96,3587014.26
1981,10,1838348.82,1929855.56,3768204.38
1981,11,1784189.32,1863777.86,3647967.18
1981,12,1744048.73,1819007.3,3563056.03
1981,13,1758768.89,1830954.37,3589723.26
1981,14,1810614.34,1888893.58,3699507.92
1981,15,1906001.34,1984901.79,3890903.13
1981,16,2000212.96,2085033.96,4085246.92
1981,17,2048866.6,2150356.66,4199223.26
1981,18,2071949.57,2128389.34,4200338.91
1981,19,2211199.93,2238055.01,4449254.94
1981,20,2199213.58,2216999.45,4416213.03
1981,21,2144201.75,2154087.07,4298288.82
1981,22,2133685.95,2142427.34,4276113.29
1981,23,2141254.04,2140086.64,4281340.68
1981,24,2125966.24,2126732.09,4252698.33
1981,25,2087376.55,2080220.53,4167597.08
1981,26,2040006.07,2027429.63,4067435.7
1981,27,2015544.83,1992848.02,4008392.85
1981,28,1887505.23,1863392.77,3750898
1981,29,1976416.81,1957432.33,3933849.14
1981,30,1910278.42,1879563.84,3789842.26
1981,31,1838806.63,1798199.47,3637006.1
1981,32,1845377.3,1802767.53,3648144.83
1981,33,1887486.47,1839284.81,3726771.28
1981,34,1735659.4,1701016.11,3436675.51
1981,35,1461655.51,1419986.63,2881642.14
1981,36,1462483.15,1412288.31,2874771.46
1981,37,1516094.4,1461550.74,2977645.14
1981,38,1429522.28,1377924.85,2807447.13
1981,39,1362286.6,1318025.44,2680312.04
1981,40,1297292.84,1246806.35,2544099.19
1981,41,1215458.04,1168925.32,2384383.36
1981,42,1205947.6,1159612.29,2365559.89
1981,43,1183805.65,1130255.92,2314061.57
1981,44,1161506.82,1109188.85,2270695.67
1981,45,1133046.4,1079617.94,2212664.34
1981,46,1135682.53,1077300.1,2212982.63
1981,47,1133937.56,1071752.91,2205690.47
1981,48,1085165.51,1028563,2113728.51
1981,49,1168982.84,1102336.73,2271319.57
1981,50,1206105.25,1118980.02,2325085.27
1981,51,1177196.45,1104304.24,2281500.69
1981,52,1200464.42,1114610.84,2315075.26
1981,53,1222130.84,1133094.06,2355224.9
1981,54,1241373.48,1126276.3,2367649.78
1981,55,1230541.57,1102966.44,2333508.01
1981,56,1232949.32,1106548.84,2339498.16
1981,57,1241079.69,1109354.55,2350434.24
1981,58,1197957.05,1064496.33,2262453.38
1981,59,1219644.01,1077290.69,2296934.7
1981,60,1183543.19,1042160.05,2225703.24
1981,61,1124972.99,981668.71,2106641.7
1981,62,1071402.19,923839.8,1995241.99
1981,63,1062469.52,914505.4,1976974.92
1981,64,1056817.86,889947.18,1946765.04
1981,65,1040518.01,863803.03,1904321.04
1981,66,1004812.25,819394.84,1824207.09
1981,67,988952.57,792053.48,1781006.05
1981,68,949389.66,747953.76,1697343.42
1981,69,934137.91,712836.73,1646974.64
1981,70,878264.07,664106.79,1542370.86
1981,71,842342.59,622658.5,1465001.09
1981,72,806596.61,584989.13,1391585.74
1981,73,754756.89,530445.33,1285202.22
1981,74,732413.02,500194.45,1232607.47
1981,75,684346.62,457230.99,1141577.61
1981,76,643425.78,413265.87,1056691.65
1981,77,602712.68,373431.25,976143.93
1981,78,559703.69,336993.44,896697.13
1981,79,517485.78,305581.21,823066.99
1981,80,501100.68,275209.45,776310.13
1981,81,402058.93,218567.63,620626.56
1981,82,391071.88,200675.23,591747.11
1981,83,342752.94,173248.75,516001.69
1981,84,321266.2,156363.26,477629.46
1981,85,287412.98,134968.13,422381.11
1981,86,248273.05,113498.58,361771.63
1981,87,213359.79,94066.79,307426.58
1981,88,185084.32,78894.87,263979.19
1981,89,148638.14,60402.41,209040.55
1981,90,124341.68,48512.01,172853.69
1981,91,101029.85,38711.19,139741.04
1981,92,79773.76,29820.1,109593.86
1981,93,56973.3,20673.62,77646.92
1981,94,43646.06,15155.66,58801.72
1981,95,32196.48,11049.11,43245.59
1981,96,23420.15,7724.66,31144.81
1981,97,16125.57,5046.11,21171.68
1981,98,10964.39,3414.9,14379.29
1981,99,7266.21,2159.97,9426.18
1981,100,4868.81,1422.64,6291.45
1981,101,2847.28,844.28,3691.56
1981,102,1733.47,501.45,2234.92
1981,103,1117.6,314.32,1431.92
1981,104,692.83,198.69,891.52
1981,105,487.84,128.78,616.62
1981,106,276.05,83.89,359.94
1981,107,178.57,59.65,238.22
1981,108,119.51,35.83,155.34
1981,109,73.04,35.82,108.86
1981,110+,176.79,98.6,275.39
1982,0,1770832.33,1854722.16,3625554.49
1982,1,1690658.8,1771985.99,3462644.79
1982,2,1651088.1,1724680.37,3375768.47
1982,3,1618954.83,1692259.06,3311213.89
1982,4,1604214.04,1681337.37,3285551.41
1982,5,1563885.75,1637617.59,3201503.34
1982,6,1542775.58,1616663.24,3159438.82
1982,7,1561788.08,1638835.22,3200623.3
1982,8,1512960.82,1586292.58,3099253.4
1982,9,1636945.19,1711128.99,3348074.18
1982,10,1781852.58,1871074.15,3652926.73
1982,11,1820403.42,1906906.33,3727309.75
1982,12,1780883.18,1860031.05,3640914.23
1982,13,1757269.73,1831554.51,3588824.24
1982,14,1767471.93,1844832.14,3612304.07
1982,15,1827797.68,1904550.37,3732348.05
1982,16,1906844.85,1986859.13,3893703.98
1982,17,1997697.38,2095861.78,4093559.16
1982,18,2042358.35,2105354.52,4147712.87
1982,19,2177108.13,2205895.35,4383003.48
1982,20,2199595.27,2222007.09,4421602.36
1982,21,2162326.24,2179870.92,4342197.16
1982,22,2130651.26,2142673.84,4273325.1
1982,23,2143123.61,2145015.92,4288139.53
1982,24,2169154.85,2178095.92,4347250.77
1982,25,2141370.22,2140554.59,4281924.81
1982,26,2078011.59,2071074.52,4149086.11
1982,27,2063536.7,2048187.62,4111724.32
1982,28,1936747.18,1914833.16,3851580.34
1982,29,2028012.01,2014783.3,4042795.31
1982,30,1966529.3,1940306.65,3906835.95
1982,31,1872172.03,1834248.08,3706420.11
1982,32,1850667.25,1810832.1,3661499.35
1982,33,1828552.03,1779020.05,3607572.08
1982,34,1937001.25,1903156.73,3840157.98
1982,35,1718410.35,1673953.62,3392363.97
1982,36,1445503.87,1396297.42,2841801.29
1982,37,1471298.13,1416667.54,2887965.67
1982,38,1473506.17,1420274.62,2893780.79
1982,39,1498197.38,1453647.26,2951844.64
1982,40,1366101.08,1314328.04,2680429.12
1982,41,1250508.33,1202427.82,2452936.15
1982,42,1220453.16,1174821.4,2395274.56
1982,43,1216896.15,1163325.32,2380221.47
1982,44,1193840.59,1144152.79,2337993.38
1982,45,1140512.04,1088051.62,2228563.66
1982,46,1152429.99,1093738.58,2246168.57
1982,47,1147898.03,1089230.84,2237128.87
1982,48,1064554.91,1013175.73,2077730.64
1982,49,1134647.07,1073989.09,2208636.16
1982,50,1179223.71,1090849.96,2270073.67
1982,51,1163308.49,1089951.01,2253259.5
1982,52,1175568.3,1098525,2274093.3
1982,53,1205687.74,1124861.03,2330548.77
1982,54,1240936.32,1135071.27,2376007.59
1982,55,1211663.58,1088198.96,2299862.54
1982,56,1217342.05,1091084.41,2308426.46
1982,57,1253449.29,1119778.59,2373227.88
1982,58,1189522.62,1053403.56,2242926.18
1982,59,1215369.5,1068565.6,2283935.1
1982,60,1216475.11,1069168.55,2285643.66
1982,61,1156241.61,1014675.66,2170917.27
1982,62,1081019.05,934320.29,2015339.34
1982,63,1070630.44,925381.03,1996011.47
1982,64,1081401.51,914325.59,1995727.1
1982,65,1052058.51,874194.38,1926252.89
1982,66,1007840.06,824358.26,1832198.32
1982,67,998142.13,800351.76,1798493.89
1982,68,960849.25,756180.29,1717029.54
1982,69,951210.88,725686.99,1676897.87
1982,70,896846.34,677727.02,1574573.36
1982,71,861030.11,636350.01,1497380.12
1982,72,822119.42,595637.54,1417756.96
1982,73,772142.24,543134.94,1315277.18
1982,74,750854.5,512523.83,1263378.33
1982,75,703500.85,469949.35,1173450.2
1982,76,660609.3,425086.01,1085695.31
1982,77,619845.75,384476.01,1004321.76
1982,78,574622.68,345849.32,920472
1982,79,531622.44,312277.13,843899.57
1982,80,457756.41,256619.63,714376.04
1982,81,471796.18,249082,720878.18
1982,82,375338.64,195854.24,571192.88
1982,83,363384.65,178570.95,541955.6
1982,84,315617.51,152476.38,468093.89
1982,85,293235.8,136356.39,429592.19
1982,86,259598.98,116277.6,375876.58
1982,87,221647.94,96436.92,318084.86
1982,88,188446.16,79051.01,267497.17
1982,89,161598.74,65352.45,226951.19
1982,90,127755.3,49215.74,176971.04
1982,91,105340.61,39144.92,144485.53
1982,92,84205.9,30614.77,114820.67
1982,93,65165.95,23086.55,88252.5
1982,94,45714.4,15655.5,61369.9
1982,95,34390.31,11249.17,45639.48
1982,96,24817.65,7946.25,32763.9
1982,97,17676.46,5511.13,23187.59
1982,98,11934.33,3548.13,15482.46
1982,99,8098.15,2332.44,10430.59
1982,100,5222.95,1458.69,6681.64
1982,101,3368.44,944.19,4312.63
1982,102,1916.53,560.78,2477.31
1982,103,1136.53,324.93,1461.46
1982,104,730.93,197.86,928.79
1982,105,446.66,134.69,581.35
1982,106,326.77,77.68,404.45
1982,107,189.32,54.85,244.17
1982,108,113.95,42.16,156.11
1982,109,78.54,26.71,105.25
1982,110+,161.84,103.44,265.28
1983,0,1780609.01,1865775.68,3646384.69
1983,1,1713484.25,1796273.58,3509757.83
1983,2,1693487.7,1770226.54,3463714.24
1983,3,1672730.47,1747294.69,3420025.16
1983,4,1635810.38,1712100.76,3347911.14
1983,5,1604215.45,1680639.02,3284854.47
1983,6,1564791.9,1639950.67,3204742.57
1983,7,1564645.98,1641304.31,3205950.29
1983,8,1506848.67,1583414.26,3090262.93
1983,9,1572753.25,1647165.05,3219918.3
1983,10,1660966.02,1742946.08,3403912.1
1983,11,1762833.54,1846691.94,3609525.48
1983,12,1816428.72,1901900.68,3718329.4
1983,13,1793490.49,1871873.92,3665364.41
1983,14,1764664.1,1844378.36,3609042.46
1983,15,1783142.95,1859593.39,3642736.34
1983,16,1828456.16,1907680.75,3736136.91
1983,17,1908720.96,2001589.5,3910310.46
1983,18,1991452.36,2055771.87,4047224.23
1983,19,2149542.84,2188085.79,4337628.63
1983,20,2165456.16,2194080.33,4359536.49
1983,21,2162680.52,2187443.61,4350124.13
1983,22,2144295.47,2164233.56,4308529.03
1983,23,2137563.69,2143392.13,4280955.82
1983,24,2173376.24,2184618.01,4357994.25
1983,25,2180858.23,2188027.76,4368885.99
1983,26,2132071.86,2129896.96,4261968.82
1983,27,2099846.82,2091133.6,4190980.42
1983,28,1979250.81,1963611.51,3942862.32
1983,29,2085013.16,2073046.31,4158059.47
1983,30,2013643.24,1992094.73,4005737.97
1983,31,1925762.4,1891817.71,3817580.11
1983,32,1882461.1,1844954.16,3727415.26
1983,33,1834623.16,1786853.44,3621476.6
1983,34,1876402.16,1842220.27,3718622.43
1983,35,1917498.09,1872335.86,3789833.95
1983,36,1697001.12,1643386.53,3340387.65
1983,37,1454439.22,1401776.19,2856215.41
1983,38,1424216.55,1371005.15,2795221.7
1983,39,1553191.77,1507504.78,3060696.55
1983,40,1496771.05,1444048.99,2940820.04
1983,41,1319265.45,1269467.25,2588732.7
1983,42,1254510.48,1208164.8,2462675.28
1983,43,1229054.67,1175888.61,2404943.28
1983,44,1229672.72,1181323.68,2410996.4
1983,45,1172667.9,1122134.1,2294802
1983,46,1154053.43,1096766.17,2250819.6
